train_id,ref,tester,summary,create_date,status,priority,severity,resolution,implemented_date,release_fixed,release_found,sw_blocker,targetsw,testcase,triage,owner,assement,reject_cat,farea,Description
841,SWDEV-157362,rvakkali,"1 out of 2 tests failed for test case ""UnitTest_Mantle"" over AI ELLESMERE with Win10x64 bit",29:28.3,Opened,P3 (Solution Desired),High,,,,18.2,No,840212,2680111,LiquidVR SDK,IV,CQE Escape,,Sanity,"Description:1 out of 2 tests failed for test case """"UnitTest_Mantle"""" over AI ELLESMERE with Win10x64 bit  SYSTEM: CPU : AMD Ryzen: ZD3601BAM88F4_40/36_Y ASIC :AI ELLESMERE(667DF) Chipset: myrtle-sm OS:  RS4  RAM:  16 GB DRIVER:\\hydincbt03\build\1806220850\image\18.40\18.40_BR230356 STEPS TO REPRODUCE: Automation Process: 1.Connect the LVR setup to above menctioned configuration 2.Install the driver from above path and reboot the system when prompted. 3.Try to run the """"NPI_VR_Env""""automation test set for VR environment 4.Try to run the """"LVR_UnitTest"""" automationset test set  or  """"UnitTest_Mantle"""" test case to  observe the issue   EXPECTED: All tests should pass without any issues for Test case""""UnitTest_Mantle"""" ACTUAL: 1 out of 2  tests failed for test case """"UnitTest_Mantle"""" Regression: we will update the regression soon Observation: Issue observed with AI ELLESMERE with Win10x64 bit"
842,SWDEV-157374,rvakkali,Yellow Bang Observed after driver installation on VESUVIUS_CF with RS4,23:59.7,Rejected,P2 (Must Solve),High,,,,18.2,No,840212,freeplay,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,"Description: Yellow Bang Observed after driver installation on VESUVIUS_CF with RS4 System Configuration: CPU: AMD Phenom(tm) II X6 1055T ASIC: VI HAWAII (67B9) Chipset: Crosshair IV Formula OS:  RS4x64 bit  RAM:  8 GB DRIVER: \\hydincbt03\build\1806211653\image\18.20\18.20_BR328022 STEPS TO REPRODUCE: 1. Install the driver from above path and reboot the system when prompted 2. Go to device manager, yellow bang observed on display driver section EXPECTED: No Yellow bang observed after driver installation. ACTUAL: Yellow Bang Observed after driver installation on VESUVIUS_CF with RS4 Regression: 18.20- 1806211653 (CL# 1571422) --> Fail 18.20- 1806201441 (CL# 1570764) --> Pass Observation: Issue observed only on VESUVIUS_CF  with RS4x64  bit OS Issue observed with INF install and Uninstall  "
843,SWDEV-157513,rrajk,Centralized Build 1806251808 (CL#1572550) for revision 18.40 is failed,07:43.8,Closed,P1 (Gating),Critical,Fixed,,18.4,18.4,No,840218,freeplay,DAL Triage,IV,CQE Escape,,,Description: Centralized Build 1806251808 (CL#1572550)  for revision 18.40 is failed. Failed log available at :- http://osibuilds/buildsdashboard/#/job/611735 Regression: 18.40 - 1806251808 (CL#1572550) --> Failed 18.40 -  1806251727 ( CL#1572514) --> Passed
844,SWDEV-157641,rvakkali,Intermittently BSOD observed during clean uninstalling the driver over only CI OLAND (Crossfire) with WIN7x64 bit,48:45.0,Rejected,P2 (Must Solve),High,,,,18.2,No,840212,3075858,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,Description: Intermittently BSOD observed during clean uninstalling the driver over only CI OLAND with WIN7x64 bit System Configuration: CPU: Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz ASIC: CI OLAND (6610) Chipset: P9X79 OS:  Win7x64 bit  RAM:  4 GB DRIVER\\hydincbt03\build\1806261455\image\18.20\18.20_BR328022 STEPS TO REPRODUCE: 1. Install the driver from above path and reboot the system when prompted 2. Enable the driver verifier and reboot the system 3. Try to clean Uninstall the driver from Programs & Features to observe the issue EXPECTED: No BSOD should happen   while Clean Uninstall should happen without any issues. ACTUAL: BSOD observed while clean uninstalling the driver Regression: 18.20-1806261455 (CL#11572900) --> Fail 18.20-1806251903(CL#1572563) --> Pass Observation: Issue observed only on CI OLAND(Crossfire) with Win7x64  bit OS Issue observed only on SI PITCAIRN(Crossfire)  with Win7x64  bit OS Issue not observed with INF install and Uninstall 2 out of 5 times issue repro Issue observed only crossfire machines with Win7x64 bit BSOD path: \\hydinlogs01\Coredmp$\HY-IVSANITY1\HY-IN-IVT10-145\MEMORY.DMP_2018-27-6--09-49-56_3075858.7z DUMP Analysis Path: http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/43965 Bucket ID: X64_0xD5_VRF_atikmdag!DLM_SlsAdapter::GetDlmAdapter+0  
845,SWDEV-157642,arpampan,Dumps -- X64_0xD5_VRF_atikmdag+f72ee0,48:35.3,Opened,P3 (Solution Desired),High,,,,18.2,No,840212,3075858,Stress,IV,CQE Escape,,Certification,"Issue: X64_0xD5_VRF_atikmdag+f72ee0 OS: WIN 764 ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 764, 1 Driver Count 18.20-180626n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-145, CI OLAND 1         Impact: Observed on AI ELLESMERE Observed on: 18.20-180626n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/43953 Dump Latest Path :    \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-145\MEMORY.DMP_2018-27-6--09-49-56_3075858.7z"
846,SWDEV-157643,arpampan,X64_0xD5_VRF_STACKPTR_ERROR_atikmdag+f72ee0,53:33.4,Opened,P3 (Solution Desired),High,,,,18.2,No,840212,3075858,Stress,IV,CQE Escape,,Certification,"Issue: X64_0xD5_VRF_STACKPTR_ERROR_atikmdag+f72ee0 OS: WIN 764, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 764, 1 Driver Count 18.20-180626n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-145 CI OLAND 1         Impact: Observed on AI ELLESMERE Observed on: 18.20-180626n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/43952 Dump Latest Path :    \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-145\MEMORY.DMP_2018-27-6--09-49-56_3075858.7z"
847,SWDEV-157647,arpampan,DXGI Swap Effects test is failing on FUSION Raven,29:04.9,Rejected,Undefined,High,,,,18.4,No,840218,2675927,DXC (DX12),IV,CQE Escape,,,  Problem Description ------------------------- Following test is failing in Fusion Raven   DXGI Swap Effects    Job ID:  612 Job Name: DXGI Swap Effects    Pass: 182 Fail: 16   System Configuration: ASIC:FUSION RAVEN ASIC ID: 15DD OS: RS4 (17134) HLK Version : 17134     Steps to reproduce --------------------- Install Redstone 64bit  Install Display Driver from location \\Hydincbt03\Build\1806261725\image\18.40\18.40_BR230356 Install HLK client on the test machine Install HLK Studio on the local host machine Create a project in HLK Studio Queue the above test   Expected Result ------------------ Test should pass   Actual Result ------------------ Test is failing   Observations:   Ran the tests for three times all the times test is failed.   Regression :    Failed :\\Hydincbt03\Build\1806211640\image\18.40\18.40_BR230356 also..
848,SWDEV-157741,arpampan,Dumps -- AV_VRF_atikmdag!InterruptManager::ProcessCompletionEvent,06:18.7,Opened,P3 (Solution Desired),High,,,,18.4,No,840218,3078565,Stress,IV,CQE Escape,,,"Issue: AV_VRF_atikmdag!InterruptManager::ProcessCompletionEvent OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.40-180627n-230356E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT11-38 SI CAPE VERDE 1         Impact: Observed on SI CAPE VERDE Observed on: 18.40-180627n-230356E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/44516 Dump Latest Path :   \\hydinlogs01\coredmp$\IVCERT2\HY-IN-IVT11-38\MEMORY.DMP_2018-27-6--15-02-36_3078565.7z"
849,SWDEV-157742,arpampan,Dumps -- AV_atikmdag!Dal2::_Dal2,14:26.0,Opened,P3 (Solution Desired),High,,,,18.1,No,840208,2675331,Stress,IV,CQE Escape,,,"Issue: AV_atikmdag!Dal2::_Dal2 OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.10.16.03-180622a-329505E-ATI 1 Host_Name(ASIC) Count HY-IN-WQL5-238  VEGA10 9         Impact: Observed on VEGA 10 Observed on: 18.10.16.03-180622a-329505E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/44213 Dump Latest Path :   \\hydinlogs01\coredmp$\HY-SKY-WQL6\HY-IN-WQL5-238\MEMORY.DMP_2018-27-6--11-21-08_2675331.7z"
850,SWDEV-157743,arpampan,Dumps -- X64_0xD5_VRF_STACKPTR_ERROR_atikmdag+f72ee0,19:35.7,Opened,Undefined,High,,,,18.2,No,840212,3075858,Stress,IV,CQE Escape,,Certification,"Issue: X64_0xD5_VRF_STACKPTR_ERROR_atikmdag+f72ee0 OS: WIN 764, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 764, 1 Driver Count 18.20-180626n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-145 CI OLAND 9         Impact: Observed on CI OLAND Observed on: 18.20-180626n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/43952 Dump Latest Path :  \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-145\062718-34367-01.dmp_2018-27-6--09-50-12_3075858.7z"
851,SWDEV-157902,vmahalak,Observing call trace during automation over Vega,33:54.6,Opened,Undefined,High,,,,18.4,No,840218,,Base,IV,CQE Escape,,Sanity,CPU :  Intel(R) Core(TM) i7 CPU ASIC :  VEGA10 OS:  RHEL7.5_x64 RAM: 8GB  Kernel :  3.10.0-862.el7.x86_64 Xorg : X.Org X Server 1.19.5 DRIVER: \\hydincbt03\Constructicon\1806281900-613792_hybrid_rel.rhel74_64 Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. copy the driver from above path. 3. Extract the tar file by command tar -Jxvf *.tar and try to install the driver by command ./amdgpu-pro-install -y --opencl=pal http://confluence.amd.com/pages/viewpage.action?pageId=49631064  4. Observing call trace after driver installation over RHEL OS Expected Result : No call trace must be observed Actual Result: Observing call trace on rhel 7.5 & Ubuntu 18.04 OS When checked dmesg log found the following call trace. Detailed dmesg log is attached in the ticket. [  255.370577]  [<ffffffffc033eefc>] drm_ioctl_kernel+0x6c/0xb0 [drm] [  255.370597]  [<ffffffffc033f1cb>] drm_ioctl+0x1eb/0x420 [drm] [  255.370605]  [<ffffffff9c7cde11>] ? ___sys_recvmsg+0x121/0x2b0 [  255.370626]  [<ffffffffc0356720>] ? drm_mode_connector_set_obj_prop+0x90/0x90 [drm] [  255.370664]  [<ffffffffc05d504b>] amdgpu_drm_ioctl+0x4b/0x80 [amdgpu] [  255.370671]  [<ffffffff9c42fb90>] do_vfs_ioctl+0x350/0x560 [  255.370676]  [<ffffffff9c42fe41>] SyS_ioctl+0xa1/0xc0 [  255.370682]  [<ffffffff9c91f715>] ? system_call_after_swapgs+0xa2/0x146 [  255.370688]  [<ffffffff9c91f7d5>] system_call_fastpath+0x1c/0x21 [  255.370693]  [<ffffffff9c91f721>] ? system_call_after_swapgs+0xae/0x146   Attached the entire log files Regression: OSDB#613792 --> Fail Still checking further for exact regression. Observations: Observing call trace only on Vega over both Ubuntu and RHEL OS No issue observed on other configurations over RHEL7.5 OS and Ubuntu18.04 OS
852,SWDEV-157905,rvakkali,PSOD observed after driver Installation with SR-IOV,22:55.8,Opened,P2 (Must Solve),High,,,,18.2,No,840212,free-play,KMD-Triage,IV,CQE Escape,,Sanity,"PSOD observed after driver Installation  with SR-IOV ------------------------------------------------------------------------------------------------------------- Note: This issue is observed only on Tonga S7100 Host  information: ---------------------- Hypervisor: VMware ESXi, 6.5.0, 5969303 Host: Supermicro SYS-4048B-TR4FT Processor Type:Intel(R) Xeon(R) CPU E7-8870 v3 @ 2.10GHz VIB : 1.05 Horizon View: \\hydvdishare\VirtDriver\Horizon\Horizon 7.5\Current Remote Desktop:PCOIP ASIC: 7150x2 VF configuration: 4VF     System Configuration: --------------------- Test driver: \\hydincbt03\build\1806261455\image\18.20\18.20_BR328022 ASIC: Tonga S7150x2_4VF Guest OS: RS4 (64-bit) Connection: Horizon View Driver path:\\\hydincbt03\build\1806261455\image\18.20\18.20_BR328022   Steps: ------- 1. Setup Host, Guest VM and connect to the VM 2. Install Horizon view  3. Install AMD driver from above menctioned path   and reboot the system when it prompt 4. Wait for 2 min or restart the VM's to observe the issue   NOTE:  ----- 1)2 times repro out of 10 times  2)Please try with fresh VM's  Path of PSOD:\\Hydingfs\tacc\Ramesh babu\14062018\13   Expected: --------- -->No crash\hang observed after driver installtion Actual: ------- -->PSOD observed after driver Installation  with SR-IOV Regression : ------------ 18.20 - 1806261455 (CL# 1572900) --> Last known Fail 18.20 - 1806251903 (CL# 1572563) --> Last known Pass"
853,SWDEV-157924,vmahalak,dEQP-VK.api.info.device.extensions fails across all Linux distros,27:57.3,Opened,P2 (Must Solve),High,,,,18.4,No,840218,2679882,Vulkan,IV,CQE Escape,,Sanity,CPU :  AMD A4-4000 APU with Radeon(tm) HD Graphics ASIC :  AI Ellesmere ( 67DF) OS:  RHEL7.5_x64 RAM: 8GB  Kernel :  3.10.0-862.el7.x86_64 Xorg : X.Org X Server 1.19.5 DRIVER: \\hydincbt03\Constructicon\1806281900-613792_hybrid_rel.rhel74_64 Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. copy the driver from above path. 3. Extract the tar file by command tar -Jxvf *.tar and try to install the driver by command ./amdgpu-pro-install -y --opencl=pal http://confluence.amd.com/pages/viewpage.action?pageId=49631064  4. Install loader vulkan-loader-1.1.70.0-0.x86_64 before running Vulkan CTS test. 5. Copy the Vulkan CTS binaries from the location: \\hydingfs\oglcqe\Vulkan\Linux\Vulkan-CTS\1.1.1\vulkan-cts-1.1.1.0_04-12_2018_WaylandDisabled 6. Run the runMustpass.sh  script to notice the issue Expected Result : No failure must be observed Actual Result: Observing the following test failure across all distros. Test case 'dEQP-VK.api.info.device.extensions'..   Fail (Unknown  extension VK_KHR_draw_indirect_count)   [taccuser@HY-IN-IVT6-11 x64]$ sudo ./deqp-vk -n dEQP-VK.api.info.device.extensions Writing test log into TestResults.qpa dEQP Core git-239b55ca738d949be1e442ad2d453d988d1d7a81 (0x239b55ca) starting..   target implementation = 'Default' Test case 'dEQP-VK.api.info.device.extensions'..   Fail (Unknown  extension VK_KHR_draw_indirect_count) DONE! Test run totals:   Passed:        0/1 (0.0%)   Failed:        1/1 (100.0%)   Not supported: 0/1 (0.0%)   Warnings:      0/1 (0.0%)   logs can be found @:  Ubuntu 18.04: Vulkan_64 bit:  \\hydinlogs01\logs$\HY-IVLINUX\HY-IN-IVT6-07\Vulkan_CTS_L64_2018-06-29-13#28#20#713  Vulkan_32 bit: \\hydinlogs01\logs$\HY-IVLINUX\HY-IN-IVT6-07\Vulkan_CTS_L32_2018-06-29-14#32#50#489 RHEL7.5: \\hydinlogs01\logs$\HY-IVLINUX\HY-IN-IVT6-03\Vulkan_CTS_L64_2018-04-12-20#38#53#748   Regression: OSDB#613792--> Fail OSDB#613151 -->Fail OSDB#612470 --> Fail OSDB#612396--> Fail OSDB#612121-> Pass OSDB#612047-> Pass OSDB#611757--> Pass   Observations: Observing test failure across all distro's both RHEL7.5 and Ubuntu 18.04 across all configurations
854,SWDEV-158004,arpampan,Dumps -- AV_atikmdag!DCE11BandwidthManager::HandleInterrupt,49:07.2,Opened,P3 (Solution Desired),High,,,,18.2,No,840212,3080466,Stress,IV,CQE Escape,,Stress,"Issue: AV_atikmdag!DCE11BandwidthManager::HandleInterrupt OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.20-180626a-330410E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-23, VI TOPAZ  1         Impact: Observed on VI TOPAZ  Observed on: 18.20-180626a-330410E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/45996 Dump Latest Path :  \\hydinlogs01\coredmp$\PT-CV-TAC2\HY-IN-CDE1-206\F2018-06-29-19#29#44#374_0.7z"
